,Name,Score,Numberofscore,Review,Link,Addr1,Addr2,Typename,Latitude,Longtitude,Typenum,Dong,Challenge,Totalscore
497,커피빈 중계동은행사거리점,2.3,3,5,https://place.map.kakao.com/26624130,서울 노원구 한글비석로 263 성모빌딩 1층,중계동 359-11,커피전문점,37.6511746,127.0764616,4,D,0,2.07
553,뚜레쥬르 상계점,2.3,3,0,https://place.map.kakao.com/1603868737,서울 노원구 덕릉로 669,중계동 434-1,"제과,베이커리",37.6573431,127.0746365,4,D,0,2.07
505,포레스트담,2.0,3,6,https://place.map.kakao.com/22510150,서울 노원구 중계로 218,중계동 359-14,양식,37.6508113,127.0759834,3,D,0,1.8
589,맘스터치 노원중계점,1.0,4,2,https://place.map.kakao.com/652160053,서울 노원구 한글비석로 233 1층,중계동 360-12,패스트푸드,37.6484656,127.0762821,3,D,0,1.2
483,타요키즈카페 서울중계점,2.0,1,8,https://place.map.kakao.com/26352452,서울 노원구 덕릉로 669 5층,중계동 434-1,키즈카페,37.6573431,127.0746365,4,D,0,0.6
555,용을타는 돼지네포장마차,2.0,1,3,https://place.map.kakao.com/15858824,서울 노원구 중계로18길 17,중계동 366-13,실내포장마차,37.6514801,127.0778563,0,D,0,0.6
590,왕골감자탕 중계점,1.0,2,5,https://place.map.kakao.com/1563223249,서울 노원구 한글비석로 273 1층,중계동 359-8,감자탕,37.6521219,127.0772046,0,D,0,0.6
531,하남돼지집 중계은행점,1.0,1,18,https://place.map.kakao.com/25161938,서울 노원구 한글비석로 271 1층,중계동 359-20,삼겹살,37.6519368,127.0770403,0,D,0,0.3
549,송정낙지,1.0,1,10,https://place.map.kakao.com/1163481691,서울 노원구 덕릉로83길 16,중계동 154-23,"해물,생선",37.6600636,127.0745517,0,D,0,0.3
484,미스터회전초밥,0.0,0,0,https://place.map.kakao.com/333754774,서울 노원구 한글비석로 264,중계동 366-6,음식점,37.6510283,127.0772272,0,D,0,0.0
511,500소갈비살 상계역점,0.0,0,13,https://place.map.kakao.com/253049752,서울 노원구 덕릉로83길 14-7,중계동 154-25,갈비,37.6602869,127.0746566,0,D,0,0.0
519,춘천골닭갈비,0.0,0,7,https://place.map.kakao.com/1957292276,서울 노원구 덕릉로83길 15 1층,중계동 154-41,닭요리,37.6598165,127.0744131,0,D,0,0.0
522,춘천최부자숯불닭갈비 상계점,0.0,0,16,https://place.map.kakao.com/1898315427,서울 노원구 덕릉로83길 10 1층,중계동 154-28,닭요리,37.6599353,127.0748525,0,D,0,0.0
544,만선수산,0.0,0,3,https://place.map.kakao.com/15668564,서울 노원구 한글비석로 366,중계동 589,회,37.658358,127.0747916,0,D,0,0.0
547,인생극장 상계역점,0.0,0,5,https://place.map.kakao.com/480154023,서울 노원구 한글비석로20길 39,중계동 141-9,갈비,37.66092039999999,127.0740922,0,D,0,0.0
581,가츠몽 중계은행사거리점,0.0,0,2,https://place.map.kakao.com/1666035904,서울 노원구 한글비석로 231 위성프라자 104호,중계동 360-13,"돈까스,우동",37.6481682,127.0762813,0,D,0,0.0
588,카페109,0.0,0,1,https://place.map.kakao.com/1229879684,서울 노원구 덕릉로83길 6 1층,중계동 142-3,커피전문점,37.659988,127.0750253,4,D,0,0.0
597,투썸커피 하계CGV스윗바점,0.0,0,0,https://place.map.kakao.com/23078460,서울 노원구 섬밭로 258,중계동 506-1,커피전문점,37.6389443,127.0647295,4,D,0,0.0
600,죽변항,0.0,0,5,https://place.map.kakao.com/2136395759,"서울 노원구 한글비석로 377 삼창상가 105, 107호",중계동 157-30,회,37.6590349,127.0737904,0,D,0,0.0
601,신가네칼국수 노원본점,4.5,51,157,https://place.map.kakao.com/9199444,서울 노원구 공릉로59나길 78-14 1층,하계동 115-1,한식,37.6356584,127.0702137,0,E,1,344.25
613,버거투버거,4.7,38,14,https://place.map.kakao.com/16877137,서울 노원구 공릉로62가길 50,하계동 59,햄버거,37.6370071,127.0747834,3,E,1,267.9
609,포앤반 하계역점,4.6,15,38,https://place.map.kakao.com/1288692596,서울 노원구 공릉로 322-3 1층,하계동 170-36,베트남음식,37.6357361,127.0715009,5,E,1,103.5
616,카페밀크콩 하계점,3.8,15,8,https://place.map.kakao.com/1874910506,"서울 노원구 공릉로59나길 48-8 1,2층",하계동 115-13,카페,37.63543689999999,127.0701235,4,E,1,68.4
656,돈까스가게,4.0,11,5,https://place.map.kakao.com/2000861638,서울 노원구 공릉로 304,하계동 153-3,"돈까스,우동",37.6342228,127.0720172,0,E,1,57.2
610,신고집찜칼국수 본점,3.6,14,22,https://place.map.kakao.com/9217906,서울 노원구 노원로15길 51-30,하계동 209-2,국수,37.6394183,127.0700841,0,E,1,55.44
614,짬뽕필락 하계점,3.1,22,12,https://place.map.kakao.com/14747411,서울 노원구 공릉로70길 6 2층,하계동 208-26,중화요리,37.6391166,127.0697672,1,E,1,51.15
603,제형면옥 하계점,2.9,35,24,https://place.map.kakao.com/84131333,서울 노원구 공릉로65길 16,하계동 115-5,냉면,37.6353337,127.0700546,0,E,1,50.75
618,스시준,3.5,14,12,https://place.map.kakao.com/21697154,서울 노원구 공릉로70길 8-3,하계동 208-23,일식,37.6391359,127.0700366,2,E,1,49.0
632,대박짬뽕마을,3.4,11,14,https://place.map.kakao.com/22136835,서울 노원구 공릉로58가길 17,하계동 179-27,중식,37.6362335,127.0723094,1,E,1,28.05
619,스시다네,2.4,12,4,https://place.map.kakao.com/681342661,서울 노원구 한글비석로1길 33,하계동 208-5,일식집,37.639115,127.0703655,2,E,1,8.64
606,참누렁소,2.3,12,37,https://place.map.kakao.com/13094333,서울 노원구 공릉로63길 13,하계1동 276-6,"육류,고기",37.634848,127.070507,0,E,1,8.28
615,향림,2.3,12,6,https://place.map.kakao.com/8613656,서울 노원구 한글비석로 127 마린스포츠센타 2층,하계동 256-5,중화요리,37.6404299,127.0753313,1,E,1,8.28
629,하남돼지집 노원하계점,1.8,12,11,https://place.map.kakao.com/344763652,서울 노원구 한글비석로1길 51,하계동 213-5,삼겹살,37.6399817,127.0704612,0,E,1,6.48
623,스시앤모어,4.6,9,13,https://place.map.kakao.com/1601120420,서울 노원구 공릉로62가길 14,하계동 168-1,일식집,37.6363176,127.0731547,2,E,0,62.1
634,크로븐,4.9,8,11,https://place.map.kakao.com/1123976973,서울 노원구 공릉로59가길 23 1층,하계동 155-3,"제과,베이커리",37.6344522,127.0708258,4,E,0,58.8
602,해품장 팔팔장어 본점,4.4,9,62,https://place.map.kakao.com/804932066,서울 노원구 노원로 192,하계동 69-8,장어,37.6373708,127.0794606,0,E,0,51.48
617,영덕물회전문,5.0,6,2,https://place.map.kakao.com/16051496,서울 노원구 공릉로58길 63,하계동 158-4,회,37.63516389999999,127.0720746,0,E,0,45.0
646,제로포인트제로,5.0,6,18,https://place.map.kakao.com/1893856194,서울 노원구 공릉로62길 19 1층,하계동 170-50,카페,37.6366805,127.0736986,4,E,0,45.0
688,카레테이블 과기대점,4.1,7,2,https://place.map.kakao.com/92416175,서울 노원구 공릉로58길 117 2층,하계동 62,퓨전일식,37.636035,127.0746833,2,E,0,37.31
645,분식사,4.8,5,9,https://place.map.kakao.com/1903131027,서울 노원구 공릉로59길 15 웅천종합상가 116호,하계동 274-1,분식,37.6331134,127.0710645,0,E,0,36.0
607,태능숯불갈비,3.5,10,11,https://place.map.kakao.com/9490689,서울 노원구 한글비석로1길 37,하계동 208-1,갈비,37.6392915,127.0703463,0,E,0,35.0
622,달밭소곱창,4.6,5,12,https://place.map.kakao.com/27589889,서울 노원구 한글비석로1길 68 타임빌딩 1층,하계동 251,"곱창,막창",37.6392243,127.0715448,0,E,0,34.5
696,비젼,5.0,4,0,https://place.map.kakao.com/1256088844,서울 노원구 공릉로58가길 12,하계동 169-4,한식,37.6360746,127.0729493,0,E,0,30.0
704,돌마루,4.8,4,2,https://place.map.kakao.com/12826383,서울 노원구 노원로15길 51-25,하계동 213-10,"육류,고기",37.6405713,127.0700539,0,E,0,28.8
630,퀴헨,3.8,6,5,https://place.map.kakao.com/612388833,서울 노원구 공릉로58길 120,하계동 72,한식,37.6359702,127.0749231,0,E,0,27.36
643,이디야커피 하계을지점,3.8,6,0,https://place.map.kakao.com/2125679465,서울 노원구 공릉로 326,하계동 179-25,커피전문점,37.6358505,127.0711596,4,E,0,27.36
668,와플대학 하계장미캠퍼스,4.2,5,2,https://place.map.kakao.com/653216016,서울 노원구 섬밭로 196,하계동 273,"제과,베이커리",37.6336102,127.0678022,4,E,0,27.3
686,고향숯불소갈비살,4.2,5,5,https://place.map.kakao.com/21331883,서울 노원구 섬밭로 196 장미아파트상가 1층,하계동 273,갈비,37.6336102,127.0678022,0,E,0,27.3
711,감나무아래,4.2,5,3,https://place.map.kakao.com/706132623,서울 노원구 공릉로70길 8-4,하계동 208-27,카페,37.6390577,127.0698393,4,E,0,27.3
721,에디슨DHA치킨 하계1호점,4.0,5,0,https://place.map.kakao.com/10570377,서울 노원구 섬밭로 196,하계동 280,치킨,37.6347792,127.069563,0,E,0,26.0
690,우스타그램,3.8,5,16,https://place.map.kakao.com/1586050005,서울 노원구 섬밭로 196,하계동 273,"육류,고기",37.6336102,127.0678022,0,E,0,22.8
605,DNJ레스토랑,3.0,10,11,https://place.map.kakao.com/21391105,서울 노원구 노원로 244 1층,하계동 256-11,중화요리,37.6394838,127.0742949,1,E,0,22.5
625,웅가네 개성김치녹차삼겹살,5.0,3,8,https://place.map.kakao.com/11181285,서울 노원구 공릉로59길 15 웅진상가동 1층 102호,하계동 274-1,삼겹살,37.6331134,127.0710645,0,E,0,22.5
637,식상가,5.0,3,11,https://place.map.kakao.com/289758101,서울 노원구 공릉로70길 10 2층,하계동 208-10,중식,37.63914949999999,127.0702778,1,E,0,22.5
699,터틀힐,5.0,3,0,https://place.map.kakao.com/818233574,서울 노원구 공릉로58길 106 1층,하계동 76-4,샌드위치,37.63556639999999,127.0742177,3,E,0,22.5
714,하계생오리,5.0,3,1,https://place.map.kakao.com/2132841003,서울 노원구 한글비석로 91 2층,하계동 251,오리,37.6392243,127.0715448,0,E,0,22.5
720,피자스톰 노원점,5.0,3,4,https://place.map.kakao.com/1058645266,서울 노원구 한글비석로1길 81-4,하계동 287,음식점,37.641463,127.0702377,0,E,0,22.5
729,땡기네,5.0,3,2,https://place.map.kakao.com/63060212,서울 노원구 한글비석로1길 68,하계동 251,"곱창,막창",37.6392243,127.0715448,0,E,0,22.5
648,단수이대왕카스테라,4.3,4,0,https://place.map.kakao.com/653404462,서울 노원구 섬밭로 196 상가동1층 112호,하계동 273,"제과,베이커리",37.6336102,127.0678022,4,E,0,22.36
628,해주곰탕 하계직영점,3.3,9,4,https://place.map.kakao.com/9583651,서울 노원구 공릉로 360,하계동 208-32,곰탕,37.6388515,127.0697411,0,E,0,22.275
661,목포세꼬시,4.0,4,0,https://place.map.kakao.com/16620056,서울 노원구 한글비석로 24,하계동 272,회,37.6332505,127.0656144,0,E,0,20.8
626,카페인중독 노원점,4.3,3,5,https://place.map.kakao.com/1018192221,서울 노원구 공릉로58길 126,하계동 72,커피전문점,37.6359702,127.0749231,4,E,0,16.77
693,던킨도너츠 노원세이브존점,4.3,3,1,https://place.map.kakao.com/13042003,서울 노원구 한글비석로 57 노원세이브존 지하1층,하계동 284,도넛,37.6378958,127.0686347,4,E,0,16.77
653,전복한상,4.0,3,1,https://place.map.kakao.com/233902353,서울 노원구 한글비석로1길 27,하계동 208-12,"굴,전복",37.638897,127.0703659,0,E,0,15.6
633,한동길감자탕,5.0,2,3,https://place.map.kakao.com/573195318,서울 노원구 공릉로70길 8-3,하계동 208-23,감자탕,37.6391359,127.0700366,0,E,0,15.0
644,리즈,5.0,2,7,https://place.map.kakao.com/1343092290,서울 노원구 공릉로58길 87,하계동 168-2,카페,37.6356082,127.0732258,4,E,0,15.0
670,이리로,5.0,2,6,https://place.map.kakao.com/201780787,서울 노원구 공릉로 358-7 1층,하계동 208-19,양식,37.638833,127.0702512,3,E,0,15.0
689,커피랑파이랑 1호점,5.0,2,1,https://place.map.kakao.com/16066588,서울 노원구 한글비석로1길 28,하계동 251,커피전문점,37.6392243,127.0715448,4,E,0,15.0
744,카페친구네집,5.0,2,0,https://place.map.kakao.com/576688140,서울 노원구 공릉로58길 23 1층,하계동 153-27,카페,37.6337152,127.072437,4,E,0,15.0
749,카페 쿼리,5.0,2,0,https://place.map.kakao.com/238097997,서울 노원구 공릉로58길 122 1층,하계동 72-18,카페,37.6360424,127.0750571,4,E,0,15.0
642,맘스터치 노원하계점,3.3,6,3,https://place.map.kakao.com/306286759,서울 노원구 노원로 257,하계동 251-4,패스트푸드,37.6402321,127.0727435,3,E,0,14.85
641,교촌치킨 하계1호점,3.2,6,1,https://place.map.kakao.com/16617677,서울 노원구 한글비석로 89 청구상가 201동 101호,하계동 251,치킨,37.6392243,127.0715448,0,E,0,14.4
647,박가네왕족발보쌈,4.5,2,4,https://place.map.kakao.com/7896706,서울 노원구 한글비석로 24,하계동 272,"족발,보쌈",37.6332505,127.0656144,0,E,0,13.5
651,마왕족발 하계점,4.5,2,3,https://place.map.kakao.com/1932725185,서울 노원구 섬밭로 196 장미아파트 6단지 상가 101-2,하계동 273,"족발,보쌈",37.6336102,127.0678022,0,E,0,13.5
635,온천골,3.4,5,9,https://place.map.kakao.com/9945752,서울 노원구 노원로 254,하계동 256-15,한식,37.6401491,127.0735275,0,E,0,12.75
611,신설국,3.7,3,18,https://place.map.kakao.com/7948597,서울 노원구 노원로 257 인정빌딩 2층 201호,하계동 251-4,일식집,37.6402321,127.0727435,2,E,0,12.21
672,정차돌 하계점,3.7,3,3,https://place.map.kakao.com/933790647,서울 노원구 한글비석로1길 33,하계동 208-5,"육류,고기",37.639115,127.0703655,0,E,0,12.21
723,페리카나 서울온천점,3.7,3,1,https://place.map.kakao.com/8134892,서울 노원구 노원로16길 21 중계주공9단지아파트 상가 1층 104호,하계동 256,치킨,37.6429841,127.0742628,0,E,0,12.21
671,참맛깔곱창,3.2,5,4,https://place.map.kakao.com/913915997,서울 노원구 섬밭로 232,하계동 270,"곱창,막창",37.6366317,127.066364,0,E,0,12.0
726,채선당 샤브보트 세이브존노원점,4.0,2,5,https://place.map.kakao.com/2081831400,서울 노원구 한글비석로 57 지하1층,하계동 284,샤브샤브,37.6378958,127.0686347,0,E,0,10.4
640,참이맛감자탕 하계점,2.5,8,8,https://place.map.kakao.com/179589959,서울 노원구 한글비석로 24,하계동 272,감자탕,37.6332505,127.0656144,0,E,0,10.0
679,오이시돈카츠,3.3,4,3,https://place.map.kakao.com/1494463248,서울 노원구 공릉로59가길 29-1,하계동 155-9,"돈까스,우동",37.6345334,127.0707285,0,E,0,9.9
664,소문난순대국,2.7,7,2,https://place.map.kakao.com/16061472,서울 노원구 공릉로58길 87 101호,하계동 168-2,순대,37.6356082,127.0732258,0,E,0,9.45
612,장위동유성집 노원점,3.0,4,9,https://place.map.kakao.com/9341030,서울 노원구 한글비석로1길 68,하계동 251,"육류,고기",37.6392243,127.0715448,0,E,0,9.0
624,참한우본가,5.0,1,3,https://place.map.kakao.com/20748479,서울 노원구 공릉로58가길 14,하계동 169-1,"육류,고기",37.6362238,127.0727956,0,E,0,7.5
627,닭한마리,5.0,1,10,https://place.map.kakao.com/1322840522,서울 노원구 공릉로70길 12,하계동 208-3,닭요리,37.6392575,127.0701473,0,E,0,7.5
658,푸라닭치킨 하계점,5.0,1,1,https://place.map.kakao.com/1448240289,서울 노원구 노원로 248,하계동 256-13,치킨,37.6399026,127.0738093,0,E,0,7.5
678,삼거리식당,5.0,1,1,https://place.map.kakao.com/16820289,서울 노원구 공릉로58길 82,하계동 163-1,한식,37.6354062,127.0729757,0,E,0,7.5
683,주도락,5.0,1,5,https://place.map.kakao.com/27299117,서울 노원구 공릉로 358-5 1층,하계동 208-34,"호프,요리주점",37.638839,127.0699826,5,E,0,7.5
701,처갓집양념치킨 하계점,5.0,1,3,https://place.map.kakao.com/1406722757,서울 노원구 공릉로58길 176 우방아파트 상가동 101호,하계동 353,치킨,37.6375943,127.0771679,0,E,0,7.5
703,카페리노,5.0,1,0,https://place.map.kakao.com/2039394114,서울 노원구 동일로207길 186,하계동 354,커피전문점,37.6362848,127.0613593,4,E,0,7.5
708,바다속풍경,5.0,1,4,https://place.map.kakao.com/798666614,서울 노원구 공릉로58길 99,하계동 167-6,일식,37.6356799,127.0739841,2,E,0,7.5
724,휘드카페 하계점,5.0,1,0,https://place.map.kakao.com/969790715,서울 노원구 공릉로58길 108,하계동 76-5,카페,37.6356282,127.0743937,4,E,0,7.5
727,크리스피자,5.0,1,1,https://place.map.kakao.com/12450397,서울 노원구 섬밭로 232,하계동 270,피자,37.6366317,127.066364,3,E,0,7.5
728,진참치,5.0,1,1,https://place.map.kakao.com/1640993908,서울 노원구 한글비석로1길 61,하계동 213,참치회,37.6397314,127.0702558,0,E,0,7.5
730,치킨신드롬 중계점,5.0,1,1,https://place.map.kakao.com/13148279,서울 노원구 섬밭로 232 우성상가 109호,하계동 270,치킨,37.6366317,127.066364,0,E,0,7.5
733,짱스1인샤브샤브,5.0,1,3,https://place.map.kakao.com/1208647522,서울 노원구 공릉로 326-11,하계동 178-3,샤브샤브,37.6361755,127.0715771,0,E,0,7.5
747,전주식당,5.0,1,0,https://place.map.kakao.com/23008777,서울 노원구 공릉로58길 74,하계동 163-6,한식,37.6353833,127.0725828,0,E,0,7.5
748,카페일분 하계점,5.0,1,0,https://place.map.kakao.com/80658833,서울 노원구 공릉로59길 15 1층 114호,하계동 274-1,카페,37.6331134,127.0710645,4,E,0,7.5
746,쌀통닭 하계점,3.3,3,2,https://place.map.kakao.com/225608909,서울 노원구 공릉로70길 10,하계동 208-10,치킨,37.63914949999999,127.0702778,0,E,0,7.425
662,미락시골밥상,3.0,3,15,https://place.map.kakao.com/16063587,서울 노원구 공릉로65길 10,하계동 180-22,한식,37.6355689,127.0704085,0,E,0,6.75
681,김밥친구라면,3.0,3,0,https://place.map.kakao.com/16559454,서울 노원구 공릉로58길 131,하계동 63-3,분식,37.6363924,127.0753348,0,E,0,6.75
621,맥도날드 한신점,2.4,8,7,https://place.map.kakao.com/1372576235,서울 노원구 한글비석로 57,하계동 284,패스트푸드,37.6378958,127.0686347,3,E,0,5.76
655,등나무집흑염소전문점,2.8,4,0,https://place.map.kakao.com/20743871,서울 노원구 한글비석로1길 21-1,하계동 208-16,"육류,고기",37.63854060000001,127.0704134,0,E,0,5.6
604,마들원,2.0,9,55,https://place.map.kakao.com/1394900382,서울 노원구 공릉로62길 27-11,하계동 180-1,한식,37.6363706,127.0712902,0,E,0,5.4
631,진미능이백숙,4.0,1,9,https://place.map.kakao.com/101202542,서울 노원구 한글비석로1길 69 2층,하계동 213-1,닭요리,37.6406843,127.0702032,0,E,0,5.2
667,꾸꾸루꾸바베큐 하계점,4.0,1,5,https://place.map.kakao.com/16875454,서울 노원구 섬밭로 196 장미아파트상가 116,하계동 273,치킨,37.6336102,127.0678022,0,E,0,5.2
719,터프커피(tuff coffee),4.0,1,2,https://place.map.kakao.com/1626748095,서울 노원구 공릉로58길 122,하계동 72-18,음식점,37.6360424,127.0750571,0,E,0,5.2
639,조선화로집 하계점,2.5,4,15,https://place.map.kakao.com/1865351623,서울 노원구 노원로 248 삼정이오니아빌딩 2층,하계동 256-13,"육류,고기",37.6399026,127.0738093,0,E,0,5.0
652,스시조,2.5,4,4,https://place.map.kakao.com/912752933,서울 노원구 노원로 244 2층,하계동 256-11,일식,37.6394838,127.0742949,2,E,0,5.0
695,고릴라김밥시즌3,2.5,4,0,https://place.map.kakao.com/491727771,서울 노원구 노원로 248,하계동 256-14,분식,37.6399893,127.0737266,0,E,0,5.0
675,본죽&비빔밥cafe 하계점,2.3,7,0,https://place.map.kakao.com/16003688,서울 노원구 노원로 248 삼성이오니아 오피스텔 106호,하계동 256-13,퓨전한식,37.6399026,127.0738093,0,E,0,4.83
650,낙지마당 하계점,3.0,2,6,https://place.map.kakao.com/1315879554,서울 노원구 공릉로70길 6,하계동 208-26,"해물,생선",37.6391166,127.0697672,0,E,0,4.5
654,이삭토스트 서울하계점,3.0,2,2,https://place.map.kakao.com/12587622,서울 노원구 노원로 254 103호,하계동 256-15,토스트,37.6401491,127.0735275,0,E,0,4.5
666,반찬카페 하계동규빈맘,3.0,2,0,https://place.map.kakao.com/551040937,서울 노원구 공릉로58길 87 1층,하계동 168-2,한식뷔페,37.6356082,127.0732258,0,E,0,4.5
707,스시선,3.0,2,2,https://place.map.kakao.com/683305507,서울 노원구 한글비석로 57 세이브존 지하1층,하계동 284,"초밥,롤",37.6378958,127.0686347,2,E,0,4.5
716,버무리 하계점,3.0,2,0,https://place.map.kakao.com/1734958783,서울 노원구 노원로 254 부광프라자 105호,하계동 256-15,떡볶이,37.6401491,127.0735275,0,E,0,4.5
740,두찜 노원하계점,3.0,2,17,https://place.map.kakao.com/602105620,서울 노원구 공릉로58길 88 1층,하계동 164-3,닭요리,37.6354352,127.0732257,0,E,0,4.5
636,BHC치킨 하계점,2.1,7,3,https://place.map.kakao.com/27346439,서울 노원구 공릉로58길 103 1층,하계동 167-7,치킨,37.6357359,127.0741103,0,E,0,4.41
687,양자강,2.7,3,1,https://place.map.kakao.com/8490458,서울 노원구 공릉로59길 15 3층,하계동 274-1,중화요리,37.6331134,127.0710645,1,E,0,4.05
713,피자엔,2.7,3,0,https://place.map.kakao.com/21541471,서울 노원구 한글비석로 57,하계동 284,피자,37.6378958,127.0686347,3,E,0,4.05
620,태능우렁쌈밥 하계점,2.4,5,10,https://place.map.kakao.com/20198541,서울 노원구 한글비석로1길 37 2층,하계동 208-1,쌈밥,37.6392915,127.0703463,0,E,0,3.6
608,502세컨즈카페 노원점,1.2,9,16,https://place.map.kakao.com/27583400,서울 노원구 섬밭로 232 1층,하계동 270,카페,37.6366317,127.066364,4,E,0,3.24
725,커피하우스,1.8,5,1,https://place.map.kakao.com/27494197,서울 노원구 한글비석로1길 69,하계동 213-1,카페,37.6406843,127.0702032,4,E,0,2.7
665,BBQ 하계점,2.0,4,1,https://place.map.kakao.com/1005038269,서울 노원구 노원로 248 삼정이오니아오피스텔 1층,하계동 256-13,치킨,37.6399026,127.0738093,0,E,0,2.4
659,파리바게뜨 하계미성점,3.0,1,0,https://place.map.kakao.com/15178011,서울 노원구 공릉로59길 18 삼성씨티빌,하계동 276-12,"제과,베이커리",37.6334882,127.0709511,4,E,0,2.25
694,속초세꼬시,3.0,1,0,https://place.map.kakao.com/16269584,서울 노원구 공릉로70길 6,하계동 208-26,회,37.6391166,127.0697672,0,E,0,2.25
638,카페다온,2.3,3,1,https://place.map.kakao.com/27514125,서울 노원구 공릉로65길 20 1층,하계동 115-15,카페,37.6351772,127.069984,4,E,0,2.07
680,통짬뽕,2.3,3,0,https://place.map.kakao.com/16414710,서울 노원구 공릉로58가길 4,하계동 169-3,중화요리,37.6357477,127.0730904,1,E,0,2.07
717,티바두마리치킨 하계점,2.3,3,1,https://place.map.kakao.com/18465256,서울 노원구 공릉로58길 97 101호,하계동 167-4,치킨,37.6356428,127.073844,0,E,0,2.07
700,네네치킨 하계1점,2.0,2,2,https://place.map.kakao.com/10191883,서울 노원구 공릉로59가길 28,하계동 155-1,치킨,37.634591,127.070943,0,E,0,1.2
685,서울집,1.0,2,11,https://place.map.kakao.com/421061895,서울 노원구 공릉로 326-5,하계동 179-10,닭요리,37.6360718,127.0712192,0,E,0,0.6
657,파리바게뜨 하계중앙점,1.0,1,0,https://place.map.kakao.com/12344288,서울 노원구 노원로 254 부광프라자 104호,하계동 256-15,"제과,베이커리",37.6401491,127.0735275,4,E,0,0.3
692,갑식이네착한낙지,1.0,1,19,https://place.map.kakao.com/1291628371,서울 노원구 노원로 247,하계동 251,"해물,생선",37.6392243,127.0715448,0,E,0,0.3
649,버거킹 하계점,0.0,0,0,https://place.map.kakao.com/2047416101,서울 노원구 노원로 236,하계동 256-8,패스트푸드,37.639063,127.0750967,3,E,0,0.0
660,구르미베이비카페,0.0,0,3,https://place.map.kakao.com/65343669,서울 노원구 공릉로 358-5,하계동 208-34,카페,37.638839,127.0699826,4,E,0,0.0
663,이디야커피 하계온천점,0.0,0,1,https://place.map.kakao.com/1322523550,서울 노원구 노원로 257 1층 104호,하계동 251-4,커피전문점,37.6402321,127.0727435,4,E,0,0.0
669,캔모아,0.0,0,0,https://place.map.kakao.com/830992641,서울 노원구 공릉로 351 노원세이브존 지하1층,하계동 284,술집,37.6378958,127.0686347,5,E,0,0.0
673,진도리닭도리탕 노원점,0.0,0,2,https://place.map.kakao.com/1314046617,서울 노원구 한글비석로1길 81-4 1층,하계동 287,닭요리,37.641463,127.0702377,0,E,0,0.0
674,메가커피 노원을지병원점,0.0,0,0,https://place.map.kakao.com/693268371,서울 노원구 공릉로 324-2 1층,하계동 170-44,커피전문점,37.6356173,127.0711761,4,E,0,0.0
676,파리바게뜨 하계벽산점,0.0,0,1,https://place.map.kakao.com/18134200,서울 노원구 섬밭로 209 건영아파트상가,하계동 271-3,"제과,베이커리",37.6354318,127.0644563,4,E,0,0.0
677,키즈런,0.0,0,1,https://place.map.kakao.com/23522134,서울 노원구 공릉로59길 15,하계동 274-1,키즈카페,37.6331134,127.0710645,4,E,0,0.0
682,삼거리실내포차,0.0,0,0,https://place.map.kakao.com/18876027,서울 노원구 공릉로58가길 19,하계동 170-13,실내포장마차,37.6361729,127.0723906,0,E,0,0.0
684,달밭두루치기,0.0,0,3,https://place.map.kakao.com/16051287,서울 노원구 한글비석로1길 68,하계동 251,"불고기,두루치기",37.6392243,127.0715448,0,E,0,0.0
691,빅스타피자,0.0,0,0,https://place.map.kakao.com/1521817565,서울 노원구 공릉로58길 41,하계동 153-23,피자,37.6341786,127.0722341,3,E,0,0.0
697,도마우에,0.0,0,3,https://place.map.kakao.com/1162196929,서울 노원구 공릉로59가길 28,하계동 155-1,일본식주점,37.634591,127.070943,2,E,0,0.0
698,이디야커피 세이브존노원점,0.0,0,0,https://place.map.kakao.com/1530972537,서울 노원구 한글비석로 57 지하1층,하계동 284,커피전문점,37.6378958,127.0686347,4,E,0,0.0
702,골마을남원추어탕,0.0,0,5,https://place.map.kakao.com/1365658433,서울 노원구 노원로 248,하계동 256-13,추어,37.6399026,127.0738093,0,E,0,0.0
705,혜성식당,0.0,0,0,https://place.map.kakao.com/1182342645,서울 노원구 노원로16길 21 중계주공9단지아파트 제1상가,하계동 256,"육류,고기",37.6429841,127.0742628,0,E,0,0.0
706,예노,0.0,0,1,https://place.map.kakao.com/1428401059,서울 노원구 공릉로58길 117,하계동 62,카페,37.636035,127.0746833,4,E,0,0.0
709,참죽,0.0,0,0,https://place.map.kakao.com/1726306811,서울 노원구 공릉로 324-2 2층,하계동 170-44,죽,37.6356173,127.0711761,0,E,0,0.0
710,수내닭꼬치 과기대점,0.0,0,2,https://place.map.kakao.com/158311561,서울 노원구 공릉로62가길 64 대영빌딩 1층,하계동 61-22,닭요리,37.6365116,127.0752507,0,E,0,0.0
712,멕시칸라이브그릴,0.0,0,2,https://place.map.kakao.com/2049891492,서울 노원구 공릉로58길 87 102호,하계동 168-2,"육류,고기",37.6356082,127.0732258,0,E,0,0.0
715,마들순대국,0.0,0,0,https://place.map.kakao.com/20741507,서울 노원구 공릉로 326-5,하계동 179-10,순대,37.6360718,127.0712192,0,E,0,0.0
718,마시내탕수육&파닭,0.0,0,0,https://place.map.kakao.com/1729417527,서울 노원구 한글비석로 91,하계동 251,중화요리,37.6392243,127.0715448,1,E,0,0.0
722,청록영양탕,0.0,0,0,https://place.map.kakao.com/20744434,서울 노원구 공릉로58길 69,하계동 158-1,"사철탕,영양탕",37.6353954,127.0722892,0,E,0,0.0
